# id;name;latitude;longitude;routes
3374443;Avenida Duque Caxias, 913;-19.94812632;-44.11637446;53
3374444;Rua Palmares, 273;-19.94830312;-44.11635056;53
3374445;Rua Duque de Caxias, 591;-19.94983132;-44.11688557;53
3374446;Avenida Belo Horizonte, 320;-19.95139203;-44.12033206;40,450,450B,53
3374447;Rua Duque de Caxias, 589;-19.95003900;-44.11686018;53
3374448;Rua Campo Formoso, 290;-19.95086472;-44.11746972;53
3374449;Avenida Belo Horizonte, 712;-19.95206109;-44.11909661;40,450,450B,53
3374450;Avenida Belo Horizonte, 320;-19.95139273;-44.12046980;40,450,450B,53
3374451;Rua Duque de Caxias, 448;-19.95149684;-44.11732201;53
3374452;Rua Emereciana Pedro Da Silva, 161;-19.95483658;-44.11215198;411,5
3374453;Rua Bra£nas, 139;-19.95194942;-44.11070792;411,450,450B,50
3374454;Rua Bra£nas, 162;-19.95191595;-44.11059210;411,450,450B,50
3374455;Rodovia FernÆo Dias, 190;-19.95559186;-44.11484350;160A,411,50
3374456;Rodovia Br 381 Fernao Dias, 381;-19.95696796;-44.12555903;160A,411,50
3374457;Rodovia FernÆo Dias, 33;-19.95562469;-44.10010169;160B
3374458;Avenida Belo Horizonte, 1503A;-19.95341471;-44.11083595;40,411,450,450B,50
3374459;Rua Mangueira, 221;-19.95244599;-44.11046789;40
3374460;Avenida Belo Horizonte, 1517;-19.95340569;-44.11048503;40
3374461;Rua Botumirim, 212;-19.95181954;-44.10871597;40
3374462;Rua Botumirim, 152;-19.95104368;-44.10928375;40
3374463;Rua Botumirim, 491;-19.95100605;-44.10939009;40
3374464;Rua Juriti, 115;-19.94961737;-44.10858343;54A,54B
3374465;Rua Juriti, 50;-19.94947027;-44.10854483;54A,54B
3374467;Rua Gaturama, 148;-19.94899269;-44.11206217;53
3374468;Rua Crist lia, 127;-19.94957870;-44.10921862;450,450B,54A,54B
3374469;Rua Cambuci, 10;-19.94828800;-44.10968934;40,411,50,53,54A,54B
3374470;Rua Cambuci, 130;-19.94843730;-44.11005602;40,411,50,53,54A,54B
3374471;Rodovia FernÆo Dias, 5000;-19.95585726;-44.10626967;160B
3374472;Rua Botumirim, 20;-19.94935648;-44.11084352;40
3374473;Rua Botumirim, 20;-19.94940296;-44.11089388;40
3374475;Rua Gaturama, 148;-19.94907918;-44.11201065;53
3374476;Rua Bra£nas, 299;-19.94974743;-44.11094571;411,450,450B,50
3374477;Rua Bra£nas, 300;-19.94981298;-44.11103315;411,450,450B,50
3374478;Avenida Belo Horizonte, 1497;-19.95352830;-44.11092992;411,450,450B,50
3374481;Rua Diamantina, 20;-19.95167043;-44.12475534;414,450,450B
3374482;Rua Francisco S , 35;-19.95167261;-44.12484654;412,450,450B
3374483;Avenida Campo Fl¢rido, 304;-19.95395739;-44.12528374;414,450,450B
3374484;Avenida Tapaj¢s, 2960;-19.94496317;-44.13602605;410,45
3374485;Avenida Tapaj¢s, 29;-19.94927866;-44.13875587;410,45
3374486;Avenida Tapaj¢s, 222;-19.94711166;-44.13734643;410,45
3374487;Avenida Tapaj¢s, 3390;-19.94691156;-44.13740015;410,45
3374488;Avenida Tapaj¢s, 2595;-19.94391639;-44.13341674;410,45
3374489;Avenida Tapaj¢s, 2582;-19.94382381;-44.13357051;410,45
3374490;Rua Tom s Gonzaga, 6;-19.94523443;-44.13620135;410,45
3374492;Avenida Nova York, 280;-19.94138676;-44.10514140;412,414,53
3374493;Rua Princesa Isabel, 58;-19.94048154;-44.10542130;412,414,53
3374494;Rua Goiƒnia, 6;-19.93992015;-44.10422232;412,414,53
3374496;Avenida Nova York, 705;-19.93842129;-44.10296261;412,414,53
3374497;Avenida Nova York, 700;-19.93845143;-44.10284708;412,414,53
3374498;Avenida Nova York, 875;-19.93726279;-44.10159028;412,414,53
3374499;Avenida Nova York, 900;-19.93736918;-44.10156253;412,414,53
3374501;Avenida Nova York, 1374;-19.93397461;-44.09885764;412,53
3374502;Avenida Nova York, 1377;-19.93402811;-44.09895805;412,53
3374503;Avenida Nova York, 1562;-19.93247047;-44.09844693;412,53
3374504;Avenida Nova York, 1631;-19.93171754;-44.09853877;412,414,53
3374505;Avenida Nova York, 1633;-19.93166277;-44.09842879;412,414,53
3374506;Rua 15, 10;-19.93088370;-44.09886366;412,414,53
3374508;Rua 15, 22;-19.93096312;-44.09878881;412,414,53
3374509;Avenida Nova York, 1535;-19.93261266;-44.09856527;412,53
3374510;Avenida Nova York, 1201;-19.93544272;-44.09953936;412,414,53
3374511;Rua Santo Ant“nio, 10E;-19.93541350;-44.09942713;412,414,53
3374512;Rua Goiƒnia, 6;-19.93989742;-44.10432467;412,414,53
3374514;Rua Teresina, 260;-19.93002080;-44.10104162;50,53
3374515;Rua Cinco, 27;-19.92956701;-44.10240669;53
3374516;Rua Cinco, 26;-19.92958643;-44.10250023;53
3374517;Rua Dois, 243;-19.93216842;-44.10209586;411,412,414,415,53
3374519;Rua Oito, 60;-19.93054941;-44.10434937;50
3374520;Rua Oito, 19;-19.93076812;-44.10406676;50
3374521;Avenida A, 100A;-19.93021311;-44.10389067;411,415
3374522;Avenida A, 338;-19.93385988;-44.10217867;411
3374523;Rua Dez, 186;-19.93120114;-44.10241868;412,5
3374527;Rua 15, 378a;-19.93053276;-44.09998586;412,414,50,53
3374528;Rua Doze, 17;-19.93093533;-44.09980962;50
3374529;Rua Doze, 87;-19.93150677;-44.10005115;50
3374530;Rua Taylandia, 385;-19.93099823;-44.09939140;50
3374531;Rua Onze, 232;-19.93233358;-44.10128908;412,414,50
3374532;Rua Quatorze, 14;-19.93207995;-44.10081906;50
3374533;Rua Quatro, 4;-19.93215019;-44.10303325;411,53
3374537;Rua 15, 75;-19.92913183;-44.10272246;50
3374538;Rua 15, 239;-19.92995718;-44.10105324;50,53
3374539;Avenida A;-19.93222451;-44.10309137;411,5
3374540;Rua Um, 106;-19.94108961;-44.11475513;40
3374541;Rua Oito, 270;-19.94028496;-44.10912759;411
3374542;Rua Oito, 253;-19.94060886;-44.10915541;411
3374543;Rua Oito, 196;-19.94399916;-44.10983407;411
3374544;Rua Oito, 136;-19.94480338;-44.11030859;40,411,50
3374545;Rua Oito, 115;-19.94495970;-44.11029682;40,411,50
3374546;Rua Um, 82;-19.94635223;-44.10981570;40,411,50,53,54A,54B
3374547;Retorno Rotat¢ria, 31;-19.94648314;-44.11041281;40,411,50,53,54A,54B
3374548;Rua Antonio Jose Diniz, 71;-19.94604422;-44.11238537;54A,54B
3374549;Rua Dez, 103;-19.94404625;-44.11111526;40,5
3374550;Rua Pastor Del¡cio Luiz de Freitas, 260;-19.94355356;-44.11229644;40
3374551;Rua Dez, 76;-19.94346607;-44.11234045;40
3374552;Rua Pastor Del¡cio Luiz de Freitas, 446;-19.94297614;-44.11405165;40
3374553;Rua Sete, 472;-19.94292923;-44.11434893;40
3374554;Rua Dez, 12;-19.94279082;-44.11542220;40
3374555;Rua Dez, 113;-19.94272816;-44.11540202;40
3374556;Avenida Juiz Marco T£lio Isaac, 45;-19.94509115;-44.11931726;54A,54B
3374557;Rua F, 65;-19.94243457;-44.11660500;40
3374558;Rua F, 65;-19.94249569;-44.11654873;40
3374559;Rua G, 44;-19.94233353;-44.11776386;40
3374560;Rua G, 44;-19.94232748;-44.11785830;40
3374561;Rua Visconde de Itabora¡, 64;-19.94188822;-44.11720632;40
3374562;Rua Jovaci Gomes, 96;-19.94267731;-44.11116035;50
3374563;Rua Jovaci Gomes, 98b;-19.94249346;-44.11107476;50
3374564;Rua Jovaci Gomes, 122C;-19.94157183;-44.11084119;50
3374565;Rua Par  de Minas, 12;-19.93995751;-44.11101667;50
3374566;Rua Jovaci Gomes, 199;-19.93988384;-44.11111306;50
3374567;Rua Pastor Del¡cio Luiz de Freitas, 108;-19.94398767;-44.11109478;40,5
3374568;Rua Um, 73;-19.94129578;-44.11511061;40
3374569;Rua Francelina Candida De Jesus, 227;-19.94366282;-44.10975680;411
3374570;Avenida Juiz Marco T£lio Isaac, 268;-19.94979703;-44.13661148;412,54A,54B
3374571;Rua Rio Negro, 741;-19.94941769;-44.13540985;53
3374572;Rua Rio Negro, 743;-19.94927864;-44.13542164;53
3374573;Rua Rio Negro, 877;-19.94863641;-44.13378039;53
3374574;Avenida Juiz Marco T£lio Isaac, 9427;-19.94746707;-44.13538203;414,54A,54B
3374575;Rua Rio Negro, 1213;-19.94872293;-44.13139238;53
3374576;Rua Rio Negro, 1213;-19.94861220;-44.13152378;53
3374577;Rua Rio Branco, 92;-19.94729675;-44.13268546;412,54A,54B
3374578;Avenida Juiz Marco T£lio Isaac, 9635;-19.94702763;-44.13166895;414,54A,54B
3374579;Rua Sao Marcos, 51;-19.94867882;-44.12900559;53
3374580;Rua Sao Marcos, 51;-19.94863464;-44.12915025;53
3374581;Rua Rio Negro, 87;-19.94811649;-44.12732485;53
3374582;Avenida Juiz Marco T£lio Isaac, 10099;-19.94677678;-44.12913333;414,54A,54B
3374584;Rua das Magn¢lias, 33;-19.94647305;-44.12803975;54A,54B
3374585;Rua Ant“nio Machado, 832A;-19.94556914;-44.12832164;54A,54B
3374586;Rua MaracanÆ, 446;-19.94750689;-44.12429129;53
3374587;Rua Andorinhas, 385;-19.94758425;-44.12456565;53
3374588;Avenida Laranjeiras, 122;-19.94642473;-44.12488087;412,414,54A,54B
3374589;Avenida Laranjeiras, 121;-19.94635759;-44.12478757;412,414,54A,54B
3374590;Avenida Juiz Marco T£lio Isaac, 815;-19.94642161;-44.12360973;54A,54B
3374591;Avenida Laranjeiras, 300;-19.94492523;-44.12578153;412,414,54A,54B
3374592;Avenida Laranjeiras, 317;-19.94492599;-44.12589367;412,414,54A,54B
3374593;Rua Ant“nio Machado, 689;-19.94472735;-44.12703295;54A,54B
3374594;Rua Ant“nio Machado, 689;-19.94482493;-44.12708722;54A,54B
3374595;Rua Don  Laura, 386;-19.94458099;-44.12149975;54A,54B
3374596;Rua Samuel Pereira Santos, 90;-19.94721787;-44.12870467;412,54A,54B
3374597;Avenida Juiz Marco T£lio Isaac, 10058;-19.94701906;-44.12510885;414,54A,54B
3374598;Rua Ant“nio Machado, 386;-19.94336343;-44.12482516;412,414
3374599;Rua Ant“nio Machado, 405;-19.94343962;-44.12480312;412,414
3374600;Rua Ant“nio Machado, 184;-19.94230273;-44.12310240;412,414,450
3374601;Rua Ant“nio Machado, 42;-19.94172001;-44.12202547;412,414,450
3374602;Rua Ant“nio Machado, 187A;-19.94240759;-44.12312778;412,414,450
3374603;Rua Palmares, 141a;-19.94174512;-44.12221199;412,414,450
3374604;Avenida Juiz Marco T£lio Isaac, 520;-19.94778081;-44.13507177;412,54A,54B
3374606;Rua Javanesa, 51;-19.95371251;-44.13773170;53
3374607;Avenida Juiz Marco T£lio Isaac, 3000;-19.95353209;-44.13804213;412,54A,54B
3374608;Rua Rio Negro, 435;-19.95174812;-44.13735688;53
3374609;Avenida Rio Negro, 920;-19.95188200;-44.13736189;53
3374610;Avenida Juiz Marco T£lio Isaac, 141;-19.95095640;-44.13805541;414,54A,54B
3374611;Avenida Juiz Marco T£lio Isaac, 180;-19.95414570;-44.14213923;412,53,54A,54B
3374612;Avenida Juiz Marco T£lio Isaac, 162;-19.95421685;-44.14150477;414,53,54A,54B
3374613;Avenida Juiz Marco T£lio Isaac, 168;-19.95320000;-44.14338344;412,53,54A,54B
3374614;Avenida Juiz Marco T£lio Isaac, 167;-19.95301201;-44.14271628;410,414,53,54A,54B
3374615;Rua Manaus, 118;-19.95346492;-44.13846051;414,54A,54B
3374617;Rua µguas Marinhas, 258;-19.95090402;-44.13976680;410
3374618;Avenida Guadalupe, 111;-19.95184084;-44.14061951;410
3374619;Avenida Guadalupe, 158;-19.95194896;-44.14068222;410
3374620;Rua do Ouro, 176;-19.95267270;-44.14146445;410
3374621;Avenida Guadalupe, 373;-19.95388380;-44.14003389;410
3374622;Rua Bremen, 25;-19.95401470;-44.14039671;410
3374623;Rua Acaiaca, 612;-19.94909032;-44.13845199;410,45
3374624;Rua µguas Marinhas, 303A;-19.95054203;-44.13942547;410
3374625;Rua Hamburgo, 108;-19.94948805;-44.13861326;410
3374628;Rua Tupis, 185;-19.93971836;-44.12632666;415
3374629;Avenida Tapaj¢s, 1195;-19.93748634;-44.12279442;410,415
3374631;Rua A, 572;-19.94005466;-44.11458874;40
3374632;Rua A, 572;-19.94004644;-44.11451511;40
3374633;Rua Igarap‚, 198;-19.94136803;-44.11609228;40
3374634;Rua Igarap‚, 203;-19.94142242;-44.11603150;40
3374635;Avenida SÆo Caetano, 810;-19.94050521;-44.10743621;412,414
3374637;Avenida SÆo Caetano, 669;-19.93992517;-44.10893190;412,414
3374638;Avenida SÆo Caetano, 230;-19.93789460;-44.11210824;411,412,414,50
3374639;Avenida SÆo Caetano, 85;-19.93666462;-44.11270504;411,412,414,50
3374640;Avenida SÆo Caetano, 54;-19.93635717;-44.11299176;411,412,414,50
3374641;Rua Gasolina, 54;-19.93535006;-44.11277926;411,5
3374642;Avenida SÆo Caetano, 263;-19.93816424;-44.11185046;411,412,414,50
3374643;Rua Gasolina, 149;-19.93476199;-44.11225924;411,415,50
3374644;Rua Mato Grosso, 194;-19.93439820;-44.11183513;411,415,50
3374645;Avenida SÆo Caetano, 389;-19.93911418;-44.11087889;411,412,414
3374647;Avenida SÆo Caetano, 421;-19.93911173;-44.11108344;411,412,414
3374648;Avenida SÆo Caetano, 17;-19.94009063;-44.10883102;412,414
3374649;Rua Visconde de Itabora¡, 64;-19.94185347;-44.11724024;40
3374650;Rua JoÆo Monlevade, 108;-19.93812271;-44.12003483;412,414,450
3374651;Rua Ester Paulina das Dores, 235;-19.94087547;-44.12054101;412,414,450
3374652;Pra‡a SÆo Crist¢vÆo, 88a;-19.94081034;-44.12067465;412,414,450
3374653;Rua Lima Duarte, 210;-19.94009985;-44.11901225;412,414,450
3374654;Rua Lima Duarte, 211;-19.94009829;-44.11893315;412,414,450
3374655;Rua JoÆo Monlevade, 108;-19.93814500;-44.11994327;412,414,450
3374656;Rua Madeira, 110;-19.93635803;-44.12042765;412,414
3374657;Rua Madeira, 82;-19.93644993;-44.12037013;412,414
3374658;Rua Itatiaia, 366;-19.94384983;-44.13104129;410,45
3374659;Avenida Tapaj¢s, 1852;-19.94190667;-44.12719985;410,45
3374660;Avenida Tapaj¢s, 1846;-19.94160826;-44.12685693;410,45
3374661;Avenida Tapaj¢s, 2280;-19.94361019;-44.13023342;410,45
3374664;Rua Amazonas, 417b;-19.93062435;-44.10568791;50
3374665;Rua Goi s, 419;-19.93481550;-44.10936715;50
3374666;Rua Goi s, 397;-19.93468922;-44.10943872;50
3374667;Rua Goi s, 600;-19.93513885;-44.10781916;50
3374668;Rua Goi s, 600;-19.93506859;-44.10783174;50
3374669;Rua Minas Gerais, 388;-19.93329321;-44.10809433;50
3374670;Rua Minas Gerais, 391;-19.93323290;-44.10803226;50
3374671;Rua SÆo Paulo, 23;-19.93239276;-44.10703226;411,415,50
3374672;Rua SÆo Paulo, 22;-19.93236151;-44.10721285;411,415,50
3374673;Rua Rio de Janeiro, 655;-19.93113168;-44.10718866;50
3374674;Rua Rio de Janeiro, 655;-19.93107101;-44.10711956;50
3374675;Rua Amazonas, 417b;-19.93057504;-44.10567168;50
3374676;Rua Cear , 126a;-19.93095986;-44.10564796;411,415
3374678;Rua SÆo Paulo, 120;-19.93295938;-44.10981346;411,415
3374681;Rua Cear , 106a;-19.93140803;-44.10574820;411,415
3374683;Rua Cear , 274;-19.92969941;-44.10493615;411,415
3374684;Rua Vinte e Dois, 85;-19.94045044;-44.14114519;415
3374685;Rua Vinte Dois, 11;-19.93997390;-44.14251634;415
3374686;Avenida A, 90;-19.93990763;-44.14293188;313,415
3374688;Rua Perdäes, 152;-19.94170884;-44.14168252;313
3374689;Rua Perdäes, 150;-19.94182046;-44.14164930;313
3374690;Rua Revangelina Ferreira Matos, 146;-19.94287698;-44.14335846;313
3374691;Rua Perdäes, 290;-19.94297492;-44.14213025;313
3374692;Rua Simonesia, 210;-19.93128937;-44.12559946;410,45
3374693;Rua Tarumirim, 702;-19.92836136;-44.12889623;410
3374694;Rua Guidoval, 46;-19.93433913;-44.12350499;410,45
3374695;Avenida Tapaj¢s, 1041;-19.93641060;-44.12221153;410,415
3374696;Rua Bom Jardim, 45;-19.93397570;-44.12467443;410,45
3374698;Avenida Tapaj¢s, 1080;-19.93577679;-44.12200887;410,415,450
3374700;Rua Paraibuna, 446;-19.92792880;-44.12888744;410
3374701;Rua Bom Jardim, 75;-19.93377029;-44.12466881;410,45
3374702;Rua Paraibuna, 339;-19.92749400;-44.12681244;410
3374703;Rua Inhapim, 104;-19.93150474;-44.12260595;410
3374706;Rua Tarumirim, 39;-19.93132943;-44.12786264;410
3374707;Rua Tarumirim, 256a;-19.93139111;-44.12775512;410
3374708;Rua Ilh‚us, 312;-19.93066612;-44.12401896;410
3374709;Rua Vit¢ria, 263;-19.92891277;-44.12547816;410
3374710;Rua Simonesia, 291;-19.93130132;-44.12568082;410,45
3374711;Avenida Tapaj¢s, 703;-19.93489897;-44.11974310;410,412,414,415
3374712;Rua Simonesia, 615;-19.92770183;-44.12704559;410
3374714;Rua Ilh‚us, 310;-19.93079913;-44.12393914;410
3374715;Rua Inhapim, 104;-19.93183205;-44.12256360;410
3374717;Rua Madeira, 326;-19.93322146;-44.12033170;410
3374718;Rua Morro do Pilar, 17;-19.93308753;-44.12066899;410
3374719;Avenida Tapaj¢s, 447;-19.93478364;-44.11981526;410,412,414,415
3374720;Avenida Tapaj¢s, 687;-19.93520734;-44.11761371;410,412,414,415
3374721;Rua Guaxup‚, 256a;-19.93531488;-44.11759668;410,412,414,415
3374722;Avenida Tapaj¢s, 670;-19.93559278;-44.11636878;410,412,414,415
3374723;Avenida Tapaj¢s, 450;-19.93554672;-44.11579476;410,412,414,415
3374724;Avenida Tapaj¢s, 553;-19.93567113;-44.11568951;410,412,414,415
3374725;Rua Progresso, 139;-19.93620030;-44.11592489;410
3374726;Rua Itagua‡u, 407;-19.93702015;-44.11655812;410
3374728;Rua Mato Grosso, 233;-19.93348279;-44.11133943;411,415
3374729;Rua Raul Sara¡va Ribeiro, 458;-19.96244907;-44.20477163;260A,260B,261,270,34,710A
3374730;Rua Promotor J£lio Vasconcelos, 276;-19.96172941;-44.20322582;34,710A
3374731;Rua Raul Sara¡va Ribeiro, 83;-19.96040437;-44.20243387;34
3374733;Rua Milton Viˆira Pinto, 205 A;-19.96043196;-44.19941657;34
3374734;Avenida Edmeia Mattos Lazzarotti, 1011;-19.96552713;-44.20332740;131,160A,160B,210A,210B,30,313,315B,40,415,450,50,53,54A,54B,60,61,710C,90A,90B,910A,920
3374735;Rua do Ros rio, 84B;-19.96460387;-44.20369637;20,210A,210B,260A,260B,261,270,40,710A,920
3374736;Rua do Ros rio, 1242;-19.95357710;-44.20030338;260A
3374737;Rua do Ros rio, 1199;-19.95539156;-44.20000619;20,210A,210B,260A,260B,270,40,920
3374738;Rua do Ros rio, 660;-19.95935898;-44.20113951;20,210A,210B,260A,260B,270,40,920
3374739;Rua Jos‚ Augusto Borges, 361;-19.95499827;-44.20073586;20,260A,260B,270
3374740;Rua do Ros rio, 940;-19.95766081;-44.20066192;20,210A,210B,260A,260B,270,40,920
3374741;Avenida Edmeia Mattos Lazzarotti, 1515;-19.96145529;-44.19959691;131,160A,160B,210A,210B,30,313,315B,40,415,450,50,53,54A,54B,60,61,90A,910A,920
3374742;Rua do Ros rio, 238;-19.96320034;-44.20286025;20,210A,210B,260A,260B,261,270,40,710A,920
3374743;Rua do Ros rio, 470;-19.96163181;-44.20197601;20,210A,210B,260A,260B,261,270,40,920
3374744;Rua do Ros rio, 1555;-19.95219261;-44.20036808;20,260A,260B,270,30
3374745;Rua do Ros rio, 1555;-19.95230438;-44.20045830;260A
3374746;Rua do Ros rio, 1442;-19.95330356;-44.20024908;20,260A,260B,270,30
3374747;Rua Corsega, 244;-19.98646359;-44.18445900;270
3374748;Rua Capri, 30;-19.98472370;-44.18379017;270
3374749;Rua Inspetor Jaime Caldeira, 995;-19.97403773;-44.19911617;34
3374750;Rua Inspetor Jaime Caldeira, 865;-19.97335878;-44.20044191;34
3374751;Rua Xingu, 25;-19.97163162;-44.20313708;30,90B
3374752;Rua Tapaj¢s, 465;-19.97347559;-44.20581576;314A,314B,34
3374753;Rua Tapaj¢s, 894;-19.97373189;-44.20881853;314A,314B,34
3374754;MG-060, 1723;-19.97050768;-44.20706242;180A,180B,314B,315A,315B,34,830A,830B,830C
3374755;Avenida Amazonas, 2200;-19.97073386;-44.20992433;180A,180B,314B,315A,315B,34,830A,830B,830C
3374756;Rua Jequita¡, 17;-19.97466794;-44.21105224;314A,314B
3374757;Rua Jequita¡, 160;-19.97479776;-44.21233588;314A,314B,34
3374758;Rua Tapaj¢s, 1065;-19.97385484;-44.21025848;314A,314B,34
3374759;Rua Rio de Janeiro, 93;-19.97024439;-44.20230850;131,160A,160B,180A,180B,191,20,210A,210B,260A,260B,261,270,30,313,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,70,710A,710B,710C,830A,830B,830C,90A,90B,910A,910B,920
3374760;Avenida SebastiÆo Dayrell de Lima, 371;-19.97711861;-44.20014928;270,30,70,90B
3374761;Avenida Sebastiao Dayrrel De Lima, 70;-19.97355238;-44.20101298;30,90B
3374762;Avenida Governador Valadares, 644;-19.96966516;-44.19628642;34,70,710C
3374763;Rua C“nego Domingos Martins, 102;-19.97403633;-44.19608273;270,34,70
3374764;Rua Doutor Ant“nio Gravata, 58;-19.96691133;-44.20319313;131,160A,160B,180A,180B,191,210A,210B,260A,260B,261,270,313,411,450,450B,710A,710B,830C,910A,910B,920
3374765;Avenida Governador Valadares, 66;-19.96753930;-44.20123944;131,160A,160B,180A,180B,210A,210B,260A,261,270,30,34,415,60,61,70,710A,710B,710C,90A
3374767;Avenida Governador Valadares, 588;-19.96932912;-44.19646018;20,210A,270,60,70
3374768;MG-060, 140;-19.96624390;-44.19444121;160A,160B,20,210A,260A,260B,261,30,313,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,60,61,70,710A,710B,830A,830B,830C,90A,90B,910A,910B,920
3374769;Rua Rio de Janeiro, 304;-19.96896003;-44.20072885;131,160A,160B,180A,180B,191,20,210A,210B,260A,260B,261,270,30,313,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,60,61,70,710A,710B,710C,830A,830B,830C,90B,910B
3374771;Avenida Amazonas, 392;-19.96535105;-44.19677591;20,30,314B,34,40,412,50,53,54A,54B,61,70,830A,830C,90A,910B
3374773;Avenida das Am‚ricas, 281;-19.96768864;-44.19190446;191,210A,710A,710B,90A,910A,910B,920
3374774;Avenida das Am‚ricas, 35;-19.97227604;-44.19106733;191,710A,710B,90A,910A,910B,920
3374775;Avenida das Am‚ricas, 2071;-19.97427213;-44.19058195;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,60,61,710A,710B,710C
3374776;Avenida das Am‚ricas, 555;-19.96999559;-44.19146220;191,710A,710B,90A,910A,910B,920
3374777;Avenida das Am‚ricas, 908;-19.97296958;-44.19097406;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,60,61,710A,710B,90A,90B,910A,910B,920
3374778;Avenida das Am‚ricas, 841;-19.97423414;-44.19031916;191,710A,710B,90A,910A,910B,920
3374779;Rua Jos‚ Salustiano Lara, 56;-19.97351820;-44.19327815;710C
3374780;Avenida Padre Os¢rio Braga, 74;-19.97379520;-44.19379850;70
3374781;Avenida Padre Os¢rio, 123;-19.97417850;-44.19357127;60
3374782;Rua C“nego Domingos Martins, 89;-19.97323691;-44.19450052;20,270,70
3374783;Avenida Juscelino Kubitschek, 900;-19.97413672;-44.19560538;191,90B
3374784;Avenida Governador Valadares, 861;-19.97079810;-44.19464703;20,270,60,70
3374785;Avenida Governador Valadares, 805;-19.97065491;-44.19509569;34,70,710C
3374786;Avenida das Am‚ricas, 280;-19.96805401;-44.19207348;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,60,61,710A,710B,90A,90B,910A,910B,920
3374787;Praca Amelia De Oliveira Gomes, 10;-19.97132987;-44.19766499;191,20,210A,270,30,70,90B
3374788;Avenida Nossa Senhora do Carmo, 65;-19.96724595;-44.19833574;160A,160B,20,210A,260A,260B,261,30,313,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,60,61,70,710A,710B,830A,830B,830C,910B
3374789;Avenida Governador Valadares, 323a;-19.96810041;-44.19908872;20,210A,270,60,70
3374790;Avenida Presidente Kubitschek, 162;-19.96927811;-44.19995426;191,20,210A,270,30,70,90B
3374791;Avenida Governador Valadares, 31;-19.96730953;-44.20155524;131,160A,160B,180A,180B,191,210A,210B,260A,260B,261,270,313,411,450,450B,710A,710B,830C,910A,910B,920
3374793;Avenida Amazonas, 206;-19.96492767;-44.19497212;160A,160B,191,20,210A,260A,260B,261,30,313,314A,314B,315A,315B,34,410,411,412,414,450,450B,50,53,54A,54B,61,70,710A,710B,830A,830B,830C,90A,910A,910B,920
3374794;Avenida Governador Valadares, 32;-19.96844421;-44.19867035;34,70,710C
3374795;Rua Felipe dos Santos, 363;-19.96851614;-44.19461275;30
3374796;Avenida do Brasil, 1307;-19.99699459;-44.18076922;270,7
3374797;Avenida Bandeirantes, 20;-19.99980828;-44.17937056;270,7
3374799;Avenida Fausto Ribeiro da Silva, 20;-20.00162731;-44.17594961;270,7
3374800;Avenida Fausto Ribeiro da Silva, 19;-20.00152675;-44.17619661;270,7
3374801;Avenida Bandeirantes, 7;-20.00173296;-44.17367416;270,7
3374802;Avenida Bandeirantes, 8;-20.00191793;-44.17353197;270,7
3374805;Avenida Geraldo Campos, 426;-20.00549095;-44.17209199;70
3374807;Rua Nove, 36;-20.00628364;-44.17242032;70
3374808;Rua Elza da Silva Melo, 97;-20.00597312;-44.17305500;70
3374809;Rua Vicentina De Melo Alves, 232;-20.00666898;-44.17414244;70
3374810;Rua Elza da Silva Melo, 249;-20.00632553;-44.17452754;70
3374811;Avenida Bandeirantes, 1047;-20.00552463;-44.16917881;70
3374813;Rua AbraÆo Lincon, 120;-20.00649406;-44.16644068;270,7
3374814;Alameda das Macieiras, 10;-20.00434140;-44.16585242;270,7
3374815;Rua AbraÆo Lincon, 422;-20.00230657;-44.16623127;270,7
3374816;Rua AbraÆo Lincon, 49;-20.00057901;-44.16650023;270,7
3374817;Avenida Seis, 81;-20.00050682;-44.16816654;70
3374818;Rua Jovelina Rodrigues Ferreira, 137;-19.99922737;-44.16935242;270
3374819;Alameda do Cedro, 212;-20.00033065;-44.17063519;270,7
3374822;Pra‡a Hor cio Borges, 30;-19.95961257;-44.18885675;314A,314B,315A,315B,414,53,70,830B,830C,90B
3374823;Avenida Juiz Marco T£lio Isaac, 1410;-19.95880528;-44.18741414;314A,314B,412,53,54A,830A
3374824;Praca Dona Chiquinha Cabral, 39;-19.95890699;-44.18621298;314A,314B,412,53,54A,830A
3374825;Pra‡a Hor cio Borges, 207;-19.95984180;-44.18880750;314A,314B,315A,315B,412,415,53,54A,70,710C,830A,90B
3374826;Rua Catanduvas, 168;-19.96500803;-44.18434480;830A
3374827;Avenida Juiz Marco T£lio Isaac, 940;-19.96059448;-44.18179968;314A,314B,412,53,54A,54B
3374828;Avenida Bandeirantes, 77;-19.96422327;-44.19220605;160A,160B,191,20,210A,260A,260B,261,30,313,314A,314B,315A,315B,34,40,410,411,412,414,450,450B,50,53,54A,54B,61,70,710A,710B,830A,830B,830C,90A,90B,910A,910B,920
3374829;Rua dos Inconfidentes, 260;-19.96329059;-44.19102583;314A,314B,315A,315B,414,53,70,830B,830C,90B
