# id;name;latitude;longitude;routes
3374040;Avenida Hibisco, 350;-19.93411456;-44.18456160;20
3374041;Rua Ad lia, 15;-19.93148633;-44.18619761;131,210B,30
3374042;Rua Sucupira, 135;-19.93389253;-44.18276153;20,210A
3374043;Rua Sucupira, 105;-19.93404489;-44.18288988;20,210A
3374044;Avenida Hibisco, 350;-19.93403858;-44.18453659;20
3374045;Avenida Hibisco, 165;-19.93287666;-44.18587968;20
3374046;Avenida Hibisco, 15;-19.93222396;-44.18662973;20
3374047;Rua Jos‚ de Sales Pinto, 479;-19.93599710;-44.20458641;20,260A,260B,261
3374048;Rua Jos‚ de Sales Pinto, 488;-19.93588615;-44.20456808;20,260A,260B,261
3374049;Rua Jos‚ de Sales Pinto, 21;-19.93955418;-44.20269095;20,260A,260B,261
3374050;Rua Jos‚ de Sales Pinto, 194;-19.93830962;-44.20336692;20,260A,260B,261
3374051;Rua 04, 676;-19.93595649;-44.20503787;40
3374052;Rua 04, 400;-19.93792565;-44.20603537;40
3374053;Rua 04, 148a;-19.93986323;-44.20748964;40
3374054;Rua Cinco, 90;-19.93777512;-44.20797215;40
3374055;Rua JoÆo da Silva Santos, 69;-19.93952001;-44.20920957;40
3374056;Rua Jos‚ de Sales Pinto, 16;-19.93955892;-44.20259939;20,260A,260B,261
3374057;Rua Comendador Ernesto Von Wilker, 9;-19.93312712;-44.19634480;20
3374058;Rua Comendador Ernesto Von Wilker, 420;-19.93131390;-44.19789382;20
3374059;Rua Comendador Ernesto Von Wilker, 207;-19.93299550;-44.19636290;20
3374060;Rua Miguel Cardoso, 1039;-19.93162416;-44.20225997;20,27
3374061;Rua Comendador Ernesto Von Wilker, 418;-19.93130457;-44.19776511;20
3374062;Rua Maria Madalena Cardoso, 200;-19.93565971;-44.19640008;20,27
3374063;Avenida Olga Assun‡Æo Cardoso, 318;-19.93226777;-44.19947872;20
3374064;Rua Miguel Cardoso, 875;-19.93239130;-44.20092926;20,27
3374065;Avenida Olga Assun‡Æo Cardoso, 318;-19.93234155;-44.19947136;20
3374066;Rua Engenheiro Benjamin Moreira, 815;-19.93743779;-44.19545826;131,210A,210B,30,60
3374067;Rua Pedro Jorge BrandÆo, 190;-19.93179391;-44.20207858;20,27
3374068;Rua Maria Madalena Cardoso, 20;-19.93721987;-44.19571502;20,27
3374069;Avenida Manoel Alves Severo, 1220;-19.93265211;-44.20442116;20,260A,261
3374070;Rua Olga Assun‡Æo, 958;-19.93994118;-44.20217925;20,260A,260B
3374071;Rua Jos‚ de Sales Pinto, 194;-19.93824234;-44.20332048;20,260A,260B,261
3374072;Rua Manoel Pires, 115;-19.93997916;-44.20227864;20,260A,260B
3374073;Rua Maria Madalena Cardoso, 55;-19.93721737;-44.19579519;20,27
3374074;Rua Rio Branco, 14;-19.93571653;-44.19261538;131,20,210A,210B,30
3374075;Rua Maria Madalena Assun‡Æo, 239;-19.93561084;-44.19647612;20,27
3374076;Rua Ant“nio Lambertuci, 385;-19.93470745;-44.19551997;20
3374077;Rua Ant“nio Lambertuci, 400;-19.93482306;-44.19553737;20
3374078;Rua Uberaba, 326;-19.93288183;-44.19456943;20
3374079;Rua Uberaba, 399;-19.93296427;-44.19462679;20
3374080;Rua Miguel Cardoso, 875;-19.93250533;-44.20090124;20,27
3374081;Avenida Manoel Alves Severo, 1220;-19.93259493;-44.20433359;20,260A,261
3374082;Rua J£lio C‚sar de Freitas, 850;-19.93504343;-44.20408520;20,260A,260B,261,40
3374083;Rua Nossa Senhora das Gra‡as, 894;-19.93753816;-44.19543017;131,20,210A,210B,30
3374084;Rua Nossa Senhora das Gra‡as, 328;-19.94153905;-44.19766399;270,4
3374085;Rua Nossa Senhora das Gra‡as, 383;-19.94151511;-44.19774248;270,4
3374086;Rua Nossa Senhora das Gra‡as, 510;-19.94039255;-44.19703266;270,4
3374087;Rua Nossa Senhora das Gra‡as, 581;-19.94007618;-44.19693468;270,4
3374088;Rua Nossa Senhora das Gra‡as, 642;-19.93925658;-44.19632479;270,4
3374089;Rua Nossa Senhora das Gra‡as, 763;-19.93925692;-44.19645397;270,4
3374090;Rua Vicente Tiponi, 101;-19.94191801;-44.19882194;270,4
3374091;Rua Angola, 327;-19.94211581;-44.19979346;40
3374092;Rua J£lio C‚sar de Freitas, 27;-19.94190002;-44.20032817;40
3374093;Rua Angola, 486;-19.94112459;-44.20125819;40
3374094;Rua Jos‚ Curvelano, 15;-19.94097883;-44.20141821;40
3374095;Rua Angola, 650;-19.93979864;-44.20145003;40
3374096;Rua Engenheiro Benjamim Moreira, 53;-19.93934690;-44.20068086;40
3374097;Rua Engenheiro Benjamim Moreira, 70;-19.93919867;-44.20013047;40
3374098;Rua Engenheiro Benjamim Moreira, 54;-19.93887838;-44.19959186;40
3374099;Rua Cel Ab¡lio Rodrigues Pereira, 186;-19.93892155;-44.19901416;30,40,830C
3374100;Rua Engenheiro Benjamim Moreira, 186;-19.93865500;-44.19893500;40
3374101;Rua Jos‚ Pio da Silva Cardoso, 219;-19.93784545;-44.19760519;40
3374102;Rua Jos‚ Pio da Silva Cardoso, 267;-19.93741050;-44.19786260;40
3374103;Rua Jos‚ Pio da Silva Cardoso, 364;-19.93655641;-44.19816884;40
3374104;Rua Jos‚ Pio da Silva Cardoso, 422;-19.93615084;-44.19840404;40
3374105;Rua Jos‚ Pio da Silva Cardoso, 581;-19.93495551;-44.19933398;40
3374106;Rua Jos‚ Pio da Silva Cardoso, 580;-19.93485258;-44.19935264;40
3374107;Rua Jos‚ Pio da Silva Cardoso, 730a;-19.93423397;-44.20041633;40
3374108;Rua Jos‚ Pio da Silva Cardoso, 822;-19.93365378;-44.20135701;40
3374109;Rua Jos‚ Pio da Silva Cardoso, 871;-19.93357860;-44.20162372;40
3374110;Rua Jos‚ Pio da Silva Cardoso, 985;-19.93290855;-44.20256089;40
3374111;Rua Jos‚ Pio da Silva Cardoso, 1041;-19.93276458;-44.20296986;40
3374112;Rua Nossa Senhora das Gra‡as, 1216;-19.93581582;-44.19271664;131,20,210A,210B,30
3374114;Rua Jos‚ Pio da Silva Cardoso, 1227;-19.93173707;-44.20455599;40
3374116;Rua Ju¡z de Fora, 214;-19.93172299;-44.19042570;20
3374117;Rua Divin¢polis, 260;-19.92931232;-44.18933468;
3374120;Rua Um, 164;-19.93030532;-44.18767166;20,210A,210B,30
3374121;Rua Dores do Indai , 503;-19.92856773;-44.18874028;210A,210B,30
3374122;Rua Bom Sucesso, 312;-19.93051646;-44.18901497;20
3374123;Rua Bom Sucesso, 311;-19.93051207;-44.18909786;20
3374125;Rua Diamantina, 62;-19.93199798;-44.18860349;210A,210B,30
3374126;Rua Ju¡z de Fora, 231;-19.93180792;-44.19046676;20
3374127;Rua Ju¡z de Fora, 39;-19.93296671;-44.18945123;20,3
3374128;Rua Ju¡z de Fora, 350;-19.93334577;-44.18910869;131,20,210A,210B,30
3374129;Rua Ju¡z de Fora, 350;-19.93333251;-44.18921365;131,20,210A,210B
3374130;Rua Ant“nio Lambertuci, 305;-19.93024546;-44.18983463;
3374131;Avenida Artur da Silva Bernardes, 107;-19.95429246;-44.19891367;30,315B
3374132;Rua do Ros rio, 2360;-19.94534767;-44.19856689;270,30,40
3374133;Rua do Ros rio, 2165;-19.94734600;-44.19894300;270,3
3374134;Rua Marechal Humberto de Alen‡ar Castelo Branco, 8;-19.94980400;-44.19946100;270,3
3374135;Avenida Jose Inacio Filho, 700;-19.94284752;-44.19796324;30,830C
3374138;Rua da Acre, 709;-19.94593845;-44.19629412;30,830C
3374140;Avenida Edmeia Mattos Lazzarotti, 3413;-19.94780166;-44.19133376;131,160A,160B,210A,210B,315B,34,40,415,450,50,53,54A,54B,60,61,90A,910A
3374141;Rua Ant“nio Quirino da Silva, 113;-19.95255600;-44.19658555;920
3374142;Rua Ant“nio Quirino da Silva, 322;-19.95086608;-44.19601857;210A,30
3374143;Rua Ant“nio Quirino da Silva, 525;-19.94921166;-44.19538182;210A,30
3374144;Rua Ant“nio Quirino da Silva, 729;-19.94766793;-44.19408057;210A
3374145;Rua Ant“nio Quirino da Silva, 925;-19.94687255;-44.19243793;210A
3374146;Avenida Edmeia Mattos Lazzarotti, 3355;-19.94908054;-44.19372716;131,160A,160B,210B,313,315B,34,40,415,450,50,53,54A,54B,60,61,90A,910A,920
3374150;Rua Pernambuco, 169;-19.93968275;-44.19468277;131,210A,210B,30,40
3374151;Rua Par , 186;-19.93749443;-44.19409315;
3374153;Rua Rio Grande do Sul, 160;-19.93917965;-44.19447491;
3374155;Avenida Edmeia Mattos Lazzarotti, 4054;-19.94548836;-44.18785882;131,160A,160B,210B,34,40,415,450,53,54A,54B,60,61,90A,910A
3374156;Rua Goi s, 566;-19.94003451;-44.18971086;60
3374157;Rua Rio Grande do Sul, 956;-19.94235701;-44.18745869;131,210B,315B,34,40,450,50,53,54A,54B,60,61,90A,910A
3374158;Rua Pernambuco, 617;-19.94157710;-44.19099971;131,210A,210B,40
3374159;Rua Mato Grosso, 450;-19.94150056;-44.18921043;60
3374161;Rua Pernambuco, 714;-19.94185763;-44.19061122;131,210A,210B,40,60
3374162;Rua Rio Grande do Sul, 520;-19.94106252;-44.19076144;
3374164;Rua Distrito Federal, 483;-19.93931417;-44.19119895;60
3374165;Rua Minas Gerais, 421;-19.93864496;-44.19183273;60
3374167;Rua Brasil, 239;-19.93737951;-44.19218359;60
3374170;Rua Par , 273;-19.93859976;-44.19469736;
3374171;Rua Pernambuco, 156;-19.93971375;-44.19481564;131,210A,210B,30,40,60
3374174;Rua Amazonas, 811;-19.94158926;-44.19497004;30
3374175;Rua Pernambuco, 997;-19.94292897;-44.18823425;131,210B,40
3374176;Avenida Edmeia Mattos Lazzarotti, 4235;-19.94360927;-44.18779019;131,160A,160B,210A,210B,315B,34,40,415,450,50,53,54A,54B,60,61,90A,910A
3374177;Rua Amazonas, 794;-19.94149877;-44.19483136;30
3374179;Rua Pernambuco, 893;-19.94273218;-44.18883306;131,160A,160B,210A,210B,40,60
3374180;Avenida Edmeia Mattos Lazzarotti, 3643;-19.94681029;-44.18940415;131,160A,160B,210A,210B,315B,34,40,415,450,50,53,54A,54B,60,61,90A,910A
3374182;Rua Pernambuco, 412;-19.94073517;-44.19265171;131,210A,210B,40
3374183;Rua Pernambuco, 416;-19.94087874;-44.19254937;131,210A,210B,40,60
3374184;Rua Olga Assun‡Æo, 779;-19.94169964;-44.20201597;20,260A,260B
3374185;Rua Olga Assun‡Æo, 785;-19.94161162;-44.20197307;20,260A,260B
3374187;Rua Olga Assun‡Æo, 570;-19.94331994;-44.20131914;20,260A,260B
3374189;Rua Olga Assun‡Æo, 527;-19.94356111;-44.20129402;20,260A,260B
3374190;Rua Lu¡s Figueiredo Cabral, 185;-19.94646865;-44.20147237;20
3374192;Rua Olga Assun‡Æo, 284;-19.94572710;-44.20052512;260A,260B
3374193;Rua BarÆo de Monte Alto, 190;-19.94685671;-44.20062932;260A,260B
3374195;Rua Doutor Luiz Figueiredo Cabral, 328;-19.94727229;-44.20175284;20,260A,260B
3374196;Rua Nossa Senhora das Gra‡as, 48;-19.92455645;-44.18092873;131,210B,30
3374197;Rua Maria Augusta Martins, 1031;-19.93352360;-44.20520712;260B,40
3374198;Rua J£lio C‚sar de Freitas, 850;-19.93500728;-44.20419155;20,260A,260B,261
3374199;Rua Manoel Pires, 880;-19.93618783;-44.20699504;40
3374200;Rua Otelino Ferreia Ramos, 99;-19.93517092;-44.20780806;40
3374201;Rua Otelino Ferreira Ramos, 57;-19.93349535;-44.20856773;40
3374202;Rua Maria Augusta Martins, 427;-19.93289314;-44.20829047;260B
3374203;Rua Eur¡co Hermogenes de Oliveira, 172;-19.93334197;-44.20988302;260B,40
3374204;Rua Ant“nio Anast cio, 269;-19.93460913;-44.20968169;260B,40
3374205;Rua Eur¡co Hermogenes de Oliveira, 278;-19.93357166;-44.21100610;260B,40
3374206;Rua Eur¡co Hermogenes de Oliveira, 446;-19.93359445;-44.21272609;260B,40
3374207;Rua Hilda Alves Novaes, 304A;-19.93414639;-44.21315415;260B,40
3374208;Rua Hilda Alves Novaes, 91;-19.93434729;-44.21110975;260B,40
3374209;Avenida Sabar , 145;-19.93129482;-44.20652335;20,261
3374210;Rua Para¡so, 24;-19.93091303;-44.20391826;20
3374211;Avenida Sabar , 148A;-19.93116069;-44.20652094;20,261
3374213;Rua Para¡so, 244;-19.92926067;-44.20524105;20
3374214;Avenida Chic¢ Mendes, 270;-19.92929071;-44.20584551;20,260A,261,270
3374215;Rua Marechal Artur da Costa e Silva, 16;-19.95060237;-44.20061700;270
3374216;Rua Marechal Artur da Costa e Silva, 354;-19.95113555;-44.20377341;20,260A,260B,261
3374218;Rua Marechal Artur da Costa e Silva, 111;-19.95089995;-44.20157359;20
3374219;Rua Pouso Alto, 243;-19.94909738;-44.20340075;20,260A,260B
3374220;Rua Marechal Artur da Costa e Silva, 337;-19.95122198;-44.20387335;20,260A,260B,261
3374221;Rua Pouso Alto, 288;-19.94901532;-44.20329409;20,260A,260B
3374223;Rua Nossa Senhora das Gra‡as, 235;-19.92932782;-44.18337327;131,210B,30
3374224;Rua Um, 6;-19.93142220;-44.18702845;20,210A,210B,30
3374225;Rua Um, 336;-19.92890200;-44.18833200;210A,210B,30
3374227;Avenida Quatro, 184;-19.92617299;-44.18149679;131,210B,30
3374228;Rua Pau Brasil, 328;-19.93431724;-44.17889212;20,210A
3374229;Rua das Palmeiras, 25;-19.93353076;-44.18196838;20,210A
3374230;Rua Jacaranda, 72;-19.93484035;-44.17872041;20,210A
3374231;Rua Jacarand s, 210;-19.93419113;-44.17982667;20,210A
3374232;Rua Jacaranda, 54;-19.93492625;-44.17856728;20,210A
3374233;Rua dos Pinheiros, 412;-19.93600534;-44.18002693;20,210A
3374234;Rua Laranjeira, 44;-19.93535993;-44.18010707;20,210A
3374235;Rua dos Pinheiros, 351;-19.93577580;-44.18029251;20,210A
3374237;Rua dos Ipes, 3;-19.93103663;-44.18053224;20
3374238;Avenida Edmeia Mattos Lazzarotti, 1381;-19.93687421;-44.17906362;61,90A
3374240;Rua Laranjeiras, 199;-19.93599907;-44.17898077;20,210A
3374242;Rua dos Pinheiros, 242;-19.93524026;-44.18131723;20,210A
3374243;Rua Pau Brasil, 280;-19.93398000;-44.17921800;20,210A
3374245;Rua Pau Brasil, 92;-19.93299875;-44.18049337;20,210A
3374246;Rua Jacarand s, 420;-19.93373396;-44.18119316;20,210A
3374247;Rua Jacarand s, 460;-19.93405694;-44.18133383;20,210A
3374248;Rua dos Pinheiros, 74;-19.93384478;-44.18192922;20,210A
3374254;Rua Um, 164;-19.93023692;-44.18763451;20,210A,210B,30
3374255;Avenida Quatro, 184;-19.92625843;-44.18155202;131,210B,30
3374256;Rua dos Ipes, 3;-19.93106585;-44.18045378;20
3374257;Rua Nossa Senhora das Gra‡as, 235;-19.92923119;-44.18340243;131,210B,30
3374258;Rodovia Br 381 Fernao Dias, 584;-20.01003722;-44.21854402;191,90A,90B,910A,910B,920
3374259;Alameda das Aroeiras, 83;-20.01353224;-44.22229673;191
3374260;Alameda das Aroeiras, 10;-20.01357599;-44.22131302;90A,90B,910A,910B,920
3374263;Alameda dos Cafezais, 250;-20.01377923;-44.21614903;191
3374264;Rua Geraldo Teixeira de Siqueira, 105;-20.02121759;-44.22378221;191
3374265;Rua Esmeralda Paula de Ara£jo, 260;-20.02122614;-44.22241028;191
3374266;Rua Altir Lucas, 452;-20.02275691;-44.22261038;191
3374267;Rua Esmeralda Paula de Ara£jo, 86;-20.02241721;-44.22135870;191
3374268;Rua Altir Lucas, 452;-20.02269103;-44.22256292;191
3374269;Rua Vereador Paulo Drumond, 292;-20.01996441;-44.22819807;90A,90B,910A,910B,920
3374274;Rua Augusto dos Anjos, 650;-20.01943216;-44.23105014;920
3374275;Rua Augusto dos Anjos, 211;-20.02034522;-44.22807761;
3374276;Rua Augusto dos Anjos, 40;-20.02093030;-44.22629833;
3374277;Rua Fernao Dias, 156;-20.02146698;-44.22955397;191,90A,90B,910A,910B,920
3374280;Avenida Don  Nega, 415;-20.02206543;-44.23419208;920
3374283;Rua Humberto Campos, 20;-20.02096293;-44.23326514;920
3374285;Rua Joao Tibau, 130;-20.02344776;-44.23597922;920
3374290;Rua Dom Pedro II, 331;-20.02801522;-44.23764137;920
3374291;Rua Dom Pedro II, 491;-20.02757800;-44.23912881;920
3374292;Rua Piraju, 70;-20.02698843;-44.24047174;920
3374293;Rua Benevides C da Silveira, 132;-20.02520383;-44.23850313;920
3374294;Rua Elizabete Marques, 104;-20.02947096;-44.23668091;920
3374295;Rua Piracaia, 421;-20.02844681;-44.23707360;920
3374296;Rua Dom Pedro II, 491;-20.02763717;-44.23915462;920
3374298;Rua Benevides C da Silveira, 126;-20.02455097;-44.23764438;920
3374299;Rua CapitÆo Mariano, 360;-20.03282571;-44.21910464;90A
3374300;Rua CapitÆo Mariano, 251A;-20.03254324;-44.21909481;90A
3374301;Rua CapitÆo Mariano, 520;-20.03147117;-44.21894725;90A
3374302;Rua CapitÆo Mariano, 1126;-20.03087312;-44.21915445;90A
3374303;Rua CapitÆo Mariano, 102;-20.02951044;-44.21997100;90A
3374304;Rua CapitÆo Mariano, 102;-20.02950476;-44.22004073;90A
3374305;Rua Geraldo Jos‚ Viˆira, 689;-20.02846820;-44.22191554;191,90A
3374306;Rua Geraldo Jos‚ Viˆira, 629;-20.02846272;-44.22199554;191,90A
3374307;Rua Geraldo Jos‚ Viˆira, 527;-20.02774720;-44.22325755;191,90A
3374308;Rua Geraldo Jos‚ Viˆira, 520;-20.02771212;-44.22337108;191,90A
3374309;Rua Geraldo Jos‚ Viˆira, 383;-20.02722388;-44.22457797;90A
3374310;Rua Geraldo Jos‚ Viˆira, 392;-20.02731368;-44.22444500;90A
3374311;Rua Geraldo Jos‚ Viˆira, 215;-20.02692736;-44.22633590;90A
3374312;Rua Geraldo Jos‚ Viˆira, 160;-20.02700500;-44.22668691;90A
3374313;Rua Geraldo Jos‚ Viˆira, 46;-20.02737980;-44.22791700;90A
3374314;Avenida Doutor Jos‚ Mariano, 1042;-20.03155109;-44.22803744;90B,910A,910B
3374315;Avenida Doutor Jos‚ Mariano, 843;-20.02964987;-44.22841304;90B,910A,910B
3374316;Avenida Doutor Jos‚ Mariano, 453;-20.02701580;-44.22956253;90A,90B,910A,910B
3374317;Avenida Doutor Jos‚ Mariano, 453;-20.02695050;-44.22953265;90A,90B,910A,910B
3374318;Rua Frei Edgard Groot, 192;-20.02722608;-44.23149418;90B
3374319;Rua Frei Edgard Groot, 192;-20.02711039;-44.23153826;90B
3374320;Rua Aracaj£, 187;-20.02551104;-44.22674127;90A
3374321;Rua Aracaj£, 190;-20.02553984;-44.22680936;90A
3374322;Rua Chanceler MagalhÆes Pinto, 188;-20.02554472;-44.22804954;90A
3374323;Rua Chanceler MagalhÆes Pinto, 179;-20.02543164;-44.22813564;90A
3374324;Rua Jos‚ Mariano, 227;-20.02531100;-44.23016868;90A,910A,910B
3374325;Avenida Doutor Jos‚ Mariano, 198;-20.02510165;-44.23012602;90A,90B,910A,910B
3374326;Rua Turmalina, 37;-20.02425380;-44.22779273;90A
3374327;Avenida Doutor Jos‚ Mariano, 38;-20.02378426;-44.22966785;90A,90B,910A,910B
3374329;Avenida Doutor Jos‚ Mariano, 21;-20.02364132;-44.22961921;90A,910A,910B
3374330;Rua Vereador Paulo Drumond, 20;-20.02153431;-44.22884468;90A,90B,910A,910B,920
3374331;Rodovia Br 381 Fernao Dias, 441;-20.02860030;-44.23400715;90B
3374332;Rodovia Br 381 Fernao Dias, 450;-20.02858924;-44.23410936;90B
3374333;Rua Bandeirantes, 11;-20.02235518;-44.22434152;191
3374334;Rua Coelho Neto, 437;-20.02182336;-44.22556789;
3374335;Rua Eucl¡des da Cunha, 219;-20.02194875;-44.22767803;191
3374337;Avenida Doutor Jos‚ Mariano, 623;-20.02768468;-44.22829383;90B,910A,910B
3374338;Avenida Doutor Jos‚ Mariano, 850;-20.02963268;-44.22849680;90B,910A,910B
3374339;Avenida Doutor Jos‚ Mariano, 1030;-20.03177223;-44.22809644;90B,910A,910B
3374340;Avenida Doutor Jos‚ Mariano, 1320;-20.03382663;-44.22732589;90B,910A,910B
3374341;Avenida Doutor Jos‚ Mariano, 1407;-20.03414730;-44.22722733;90B,910A,910B
3374342;Avenida Doutor Jos‚ Mariano, 1736B;-20.03458790;-44.22399340;90B,910A,910B
3374343;Avenida Doutor Jos‚ Mariano, 1736B;-20.03465342;-44.22397970;90B,910A,910B
3374344;Rua Padre DamiÆo, 165;-20.03653666;-44.22357060;90B,910A,910B
3374345;Rua Padre DamiÆo, 140;-20.03670817;-44.22345981;90B,910A,910B
3374346;Rua das Ac cias, 56;-20.03174196;-44.23655137;90B
3374347;Rua Manoel Avelar, 179;-20.03098631;-44.23616726;90B
3374348;Rua FernÆo Dias, 157;-20.03100660;-44.23629776;90B
3374349;Rodovia FernÆo Dias;-20.03064589;-44.23681341;191
3374351;Rua Regente Feij¢, 121;-20.03004912;-44.23676169;920
3374352;Rua Miguel Pereira, 518;-20.04231236;-44.21158064;90A,90B,910A,910B
3374353;Rua Miguel Pereira, 590;-20.04241773;-44.21151299;90A,90B,910A,910B
3374355;Rua Miguel Pereira, 475;-20.04112172;-44.21348064;90A,90B,910A,910B
3374356;Rua Miguel Pereira, 435;-20.04114956;-44.21334306;90A,90B,910A,910B
3374357;Rua Miguel Pereira, 288;-20.03957172;-44.21704822;90A,90B,910A,910B
3374358;Rua Miguel Pereira, 257;-20.03943140;-44.21851740;90A,90B,910A,910B
3374359;Rua Miguel Pereira, 257;-20.03954281;-44.21853226;90A,90B,910A,910B
3374360;Rua Emilo Ribas, 246;-20.03977906;-44.22053381;90A,910A,910B
3374361;Rua Ol vo Bilac, 138;-20.03895350;-44.22165069;90A,910A,910B
3374362;Rua Emilo Ribas, 41;-20.03811948;-44.22020156;90A
3374363;Rua Emilo Ribas, 41;-20.03811221;-44.22030766;90A
3374364;Rua Emilo Ribas, 107;-20.03712196;-44.22012019;90A
3374365;Rua Emilo Ribas, 107;-20.03715181;-44.22005086;90A
3374366;Rua CapitÆo Mariano, 9;-20.03556278;-44.21936807;90A
3374367;Rua Ol vo Bilac, 138;-20.03880982;-44.22174580;90B,910A,910B
3374368;Rua Emilo Ribas, 221;-20.03950866;-44.22038964;90B,910A,910B
3374369;Rua Ana Neri, 121;-20.04045918;-44.22130372;910A,910B
3374370;Rua Ana Neri, 121;-20.04054680;-44.22125838;90B,910A,910B
3374371;Rua Manaus, 75;-19.93972208;-44.10121945;54A,54B
3374372;Rua Manaus, 75;-19.93956410;-44.10129900;54A,54B
3374373;Rua Amap , 61;-19.93907836;-44.09972477;54A,54B
3374375;Rua dos Novatos, 301;-19.93863155;-44.09869911;54A,54B
3374376;Rua Princesa Isabel, 199;-19.93957318;-44.09716297;54A,54B
3374378;Rua Dona Silvina, 213;-19.93900297;-44.09635390;450,450B,54A,54B
3374379;Rua Dona Silvina, 136;-19.93890448;-44.09638087;450,450B,54A,54B
3374380;Rua Ita£, 224;-19.94102081;-44.10122201;54A,54B
3374381;Rua Dois de Mar‡o, 16;-19.94202383;-44.10064812;54A,54B
3374382;Rua Dois de Mar‡o, 16;-19.94207824;-44.10067366;54A,54B
3374383;Rua Ita£, 458;-19.94332510;-44.09998396;54A,54B
3374384;Rua Doutor Orestes Diniz, 35;-19.94365848;-44.09988929;450,54A,54B
3374385;Rua Vinte e Um de Fevereiro, 187;-19.94513392;-44.10084157;450,450B,54A,54B
3374386;Rua Vinte e Um de Fevereiro, 201;-19.94497699;-44.10082520;450,450B,54A,54B
3374387;Avenida Pedro Diniz, 475;-19.94687877;-44.10162726;54A,54B
3374388;Avenida Pedro Diniz, 475;-19.94680187;-44.10156949;54A,54B
3374389;Avenida Pedro Diniz, 620;-19.94801959;-44.10098512;54A,54B
3374390;Rua Jos‚ Gomes Ferreira, 46;-19.94787766;-44.10517576;54A,54B
3374391;Rua Jos‚ Gomes Ferreira, 46;-19.94803907;-44.10502898;54A,54B
3374392;Rua Vinte e Quatro de Junho, 433;-19.94762452;-44.10385965;450,450B,54A,54B
3374393;Rua Vinte e Quatro de Junho, 360;-19.94753078;-44.10382511;450,450B,54A,54B
3374394;Rua Dezoito de Maio, 213;-19.94737826;-44.10268561;450,54A,54B
3374395;Rua Dezoito de Maio, 250B;-19.94727575;-44.10263860;450,450B,54A,54B
3374396;Rua Dezoito de Maio, 50;-19.94906449;-44.10162825;450,450B,54A,54B
3374397;Rua Dezoito de Maio, 50;-19.94908252;-44.10172374;450,450B,54A,54B
3374398;Avenida Pedro Diniz, 706;-19.94869032;-44.10059977;54A,54B
3374399;Avenida Pedro Diniz, 721;-19.94864113;-44.10051850;54A,54B
3374400;Rua Campina Verde, 409;-19.95460417;-44.12599078;40,412,450,450B
3374401;Rua Barra Long , 681;-19.95493087;-44.12684145;40,414,450,450B
3374403;Avenida Campo Fl¢rido, 931;-19.94862968;-44.12413221;40,412,450,450B
3374404;Avenida Campo Fl¢rido, 885;-19.94876727;-44.12408019;40,414,450,450B
3374405;Rua Senador Geovane Agnelli, 31;-19.95583677;-44.12877871;160B,40,411,412,450,450B,50
3374408;Avenida Belo Horizonte, 1190;-19.95319083;-44.11462368;40,450,450B
3374409;Avenida Belo Horizonte, 1259;-19.95345412;-44.11369344;40,450,450B
3374410;Avenida Belo Horizonte, 1280;-19.95358889;-44.11354001;40,450,450B
3374411;Avenida Belo Horizonte, 1498;-19.95406460;-44.11150139;40,450,450B
3374412;Avenida Belo Horizonte, 1479;-19.95391277;-44.11135793;40,450,450B
3374413;Avenida Marginal Rodovia, 10;-19.95521241;-44.11508984;160B,411,50
3374414;Rua Campina Verde, 331;-19.95503063;-44.12442736;40
3374415;Rua Campina Verde, 234;-19.95494503;-44.12448257;40
3374416;Rua Campina Verde, 112a;-19.95543976;-44.12279468;40
3374417;Rua Campina Verde, 135;-19.95531701;-44.12295943;40
3374419;Avenida Ant“nio Carlos, 716;-19.95401894;-44.12230225;40
3374420;Avenida Ant“nio Carlos, 670;-19.95378126;-44.12226052;40
3374421;Rua Liberdade, 157;-19.95270259;-44.12321528;40
3374422;Rua Boa Viagem, 622;-19.95247148;-44.12308014;40
3374423;Rua Baturit‚, 15;-19.95105392;-44.12357778;40
3374424;Avenida Ant“nio Carlos, 351;-19.95045450;-44.12420540;40
3374425;Rua Pedra Branca, 20;-19.94888714;-44.12351826;53
3374426;Rua Pedra Branca, 20;-19.94889197;-44.12362063;53
3374427;Avenida Belo Horizonte, 15;-19.94838916;-44.12316692;40,450,450B
3374428;Avenida Belo Horizonte, 15;-19.94849762;-44.12287772;40,450,450B
3374429;Rua Jardim do Serid¢, 230;-19.94995802;-44.12263338;53
3374430;Avenida Belo Horizonte, 184;-19.94920916;-44.12241121;40,450,450B
3374431;Avenida Belo Horizonte, 251;-19.94967470;-44.12190100;40,450,450B
3374432;Rua Jardim do Serid¢, 430;-19.95138382;-44.12137438;53
3374433;Rua Jardim do Serid¢, 473A;-19.95130933;-44.12132994;53
3374434;Avenida Belo Horizonte, 860;-19.95243491;-44.11709335;40,450,450B
3374435;Avenida Belo Horizonte, 817;-19.95222121;-44.11783769;40,450,450B
3374436;Avenida Belo Horizonte, 1033;-19.95260097;-44.11599549;40,450,450B
3374437;Rua Brumado, 215;-19.94974979;-44.11407100;53
3374438;Rua Brumado, 220;-19.94969326;-44.11399080;53
3374439;Rua Juazeiro, 124;-19.94774104;-44.11435806;53
3374440;Rua Jequi‚, 84;-19.94681996;-44.11506125;53
3374441;Rua Duque de Caxias, 1026;-19.94691460;-44.11593014;53
3374442;Rua Vera Cruz, 983;-19.94694285;-44.11601181;53
